movieId,title
8644,"I, Robot (2004)"
8645,Maria Full of Grace (2004)
8646,Distant Drums (1951)
8647,Follow That Dream (1962)
8648,The Girl of Your Dreams (1998)
8649,Gray Lady Down (1978)
8650,Long Day's Journey Into Night (1962)
8651,Man of La Mancha (1972)
8652,The Night of the Following Day (1968)
8653,Posse (1975)
8654,Prince Valiant (1954)
8655,Rustlers' Rhapsody (1985)
8656,A Short Film About Killing (1989)
8657,The Tin Star (1957)
8658,Zandalee (1991)
8659,Brief Crossing (2001)
8660,The Deluge (1974)
8661,How the West Was Won (1962)
8662,Joan of Arc (1948)
8663,Live Forever (2003)
8664,Mr. Klein (1976)
8665,The Bourne Supremacy (2004)
8666,Catwoman (2004)
8667,A Home at the End of the World (2004)
8668,Some Girl (1998)
8669,Stay Hungry (1976)
8670,The Testament of Dr. Mabuse (1933)
8671,Zus & Zo (2001)
8672,Battle Hymn (1957)
8673,Crash Dive (1943)
8674,Disco Pigs (2001)
8675,The Enemy Below (1957)
8676,Fist of the North Star (1995)
8677,Flash Gordon Conquers the Universe (1940)
8678,Guns of the Magnificent Seven (1969)
8679,The Hunters (1958)
8680,In a Glass Cage (1987)
8681,Lancelot of the Lake (1974)
8682,The Last Valley (1971)
8683,The Magnificent Seven Ride! (1972)
8684,A Man Escaped (1956)
8685,The Miracle of Marcelino (1954)
8686,Morituri (1965)
8687,Orgy of the Dead (1965)
8688,Shalako (1968)
8689,A Shock to the System (1990)
8690,Slaughterhouse-Five (1972)
8691,His Brother (2003)
8692,Wake Island (1942)
8693,What Price Glory (1952)
8694,You Were Never Lovelier (1942)
8695,The Bachelor and the Bobby-Soxer (1947)
8696,Breezy (1973)
8697,The City of No Limits (2002)
8698,The Comfort of Strangers (1990)
8699,Dancing in September (2001)
8700,Destination Tokyo (1943)
8701,Dr. Jekyll and Ms. Hyde (1995)
8702,Dream Lover (1993)
8703,Fausto 5.0 (2001)
8704,For Queen & Country (1988)
8705,Funny About Love (1990)
8706,The Greatest (1977)
8707,Grief (1993)
8708,Hometown Legend (2002)
8709,How I Got Into College (1989)
8710,Map of the Human Heart (1993)
8711,Mr. Blandings Builds His Dream House (1948)
8712,My Favorite Wife (1940)
8713,The New Adventures of Pippi Longstocking (1988)
8714,Night and Day (1946)
8715,No Name on the Bullet (1959)
8716,The Plainsman (1936)
8717,Slaughter of the Innocents (1993)
8718,The Snake Pit (1948)
8719,The Spoilers (1942)
8720,The Super (1991)
8721,Tai-Pan (1986)
8722,Two of a Kind (1983)
8723,Warriors (2002)
8724,The Leopard (1963)
8725,"Goodbye, Columbus (1969)"
8726,The President's Analyst (1967)
8727,The Day of the Locust (1975)
8728,The Creeping Flesh (1973)
8729,Swann in Love (1984)
8730,To End All Wars (2001)
8731,Moulin Rouge (1952)
8732,The Belly of an Architect (1987)
8733,The Nest (2002)
8734,Love Happy (1949)
8735,High School Confidential! (1958)
8736,Out of the Blue (1980)
8737,Crimetime (1996)
8738,A Woman Is a Woman (1961)
8739,Mamma Roma (1962)
8740,The Lower Depths (1957)
8741,Ruby Cairo (1992)
8742,Night Patrol (1984)
8743,Biggles (1986)
8744,Fancy Pants (1950)
8745,The World of Suzie Wong (1960)
8746,King of the Ants (2003)
8747,Uncle Sam (1997)
8748,"Yesterday, Today and Tomorrow (1963)"
8749,La Belle Noiseuse (1991)
8750,La balance (1982)
8751,Gun Crazy (1950)
8752,The Set-Up (1949)
8753,Unprecedented: The 2000 Presidential Election (2002)
8754,The Prime of Miss Jean Brodie (1969)
8755,My Voyage to Italy (1999)
8756,The North Avenue Irregulars (1979)
8757,Lovers and Other Strangers (1970)
8758,Kotch (1971)
8759,Greyfriars Bobby: The True Story of a Dog (1961)
8760,Side Out (1990)
8761,The Three Lives of Thomasina (1963)
8762,"No Deposit, No Return (1976)"
8763,"The One and Only, Genuine, Original Family Band (1968)"
8764,Under the Lighthouse Dancing (1997)
8765,This Gun for Hire (1942)
8766,Black Angel (1946)
8767,The Big Clock (1948)
8768,Criss Cross (1949)
8769,The Fifth Musketeer (1979)
8770,Evilspeak (1981)
8771,Terror by Night (1946)
8772,The Spy Who Came in from the Cold (1965)
8773,Sherlock Holmes and the Secret Weapon (1942)
8774,The Woman in Green (1945)
8775,The Counterfeit Traitor (1962)
8776,"One, Two, Three, Sun (1993)"
8777,Roadkill (1989)
8778,Dressed to Kill (1946)
8779,Bon voyage (2003)
8780,The Assassination Bureau (1969)
8781,The Manchurian Candidate (2004)
8782,Thunderbirds (2004)
8783,The Village (2004)
8784,Garden State (2004)
8785,Early Summer (1951)
8786,Port of Shadows (1938)
8787,Thunderbirds are GO (1966)
8788,Thunderbird 6 (1968)
8789,Castle Keep (1969)
8790,Revengers Tragedy (2002)
8791,Beyond Hypothermia (1996)
8792,Octane (2003)
8793,PTU (2003)
8794,Unfinished Piece for Mechanical Piano (1977)
8795,The Warrior (2001)
27528,The Warrior (2001)
8795,The Warrior (2001)
27528,The Warrior (2001)
8796,A Funny Thing Happened on the Way to the Forum (1966)
8797,Salesman (1969)
8798,Collateral (2004)
8799,Little Black Book (2004)
8800,Code 46 (2003)
8801,In the Soup (1992)
8802,They Came to Cordura (1959)
8803,Blue Spring (2001)
8804,Story of Women (1988)
8805,Attack the Gas Station! (1999)
8806,Masques (1987)
8807,Harold & Kumar Go to White Castle (2004)
8808,The Princess Diaries 2: Royal Engagement (2004)
8809,Danny Deckchair (2003)
8810,AVP: Alien vs. Predator (2004)
8811,Yu-Gi-Oh! The Movie (2004)
8812,Novo (2002)
8813,We Don't Live Here Anymore (2004)
8814,Without a Paddle (2004)
8815,Exorcist: The Beginning (2004)
8816,Speedway (1968)
8817,The Trouble with Girls (1969)
8818,It Happened at the World's Fair (1963)
8819,Double Trouble (1967)
8820,Spinout (1966)
8821,Harum Scarum (1965)
8822,The Spaceman and King Arthur (1979)
8823,The Sting II (1983)
8824,If a Man Answers (1962)
8825,Cheerleader Camp (1988)
8826,Human Resources (1999)
8827,Bill Cosby: Himself (1983)
8828,Dead Ringer (1964)
8829,Benji: Off the Leash! (2004)
8830,Anacondas: The Hunt for the Blood Orchid (2004)
8831,Suspect Zero (2004)
8832,Warriors of Heaven and Earth (2003)
8833,Vanity Fair (2004)
8834,The Cookout (2004)
8835,Paparazzi (2004)
8836,Wicker Park (2004)
8837,Triggermen (2002)
8838,Alice Doesn't Live Here Anymore (1974)
8839,The Mangler (1995)
8840,Who's That Knocking at My Door (1967)
8841,Seeing Other People (2004)
8842,Past Midnight (1991)
8843,A Million to Juan (1994)
8844,Camera Buff (1979)
8845,No End (1985)
8846,Highwaymen (2004)
8847,Graffiti Bridge (1990)
8848,I Vitelloni (1953)
8849,Under the Cherry Moon (1986)
8850,Flipper (1963)
8851,Smile (1975)
8852,Lord Jim (1965)
8853,A Small Circle of Friends (1980)
8854,Night of the Demons (1988)
8855,Witchboard (1986)
8856,Roller Boogie (1979)
8857,Lilith (1964)
8858,The Apple (1980)
8859,Superbabies: Baby Geniuses 2 (2004)
8860,Cellular (2004)
8861,Resident Evil: Apocalypse (2004)
8862,Criminal (2004)
8863,Evergreen (2004)
8864,Mr. 3000 (2004)
8865,Sky Captain and the World of Tomorrow (2004)
8866,Wimbledon (2004)
8867,Anatomy of Hell (2004)
8868,Head in the Clouds (2004)
8869,First Daughter (2004)
8870,The Forgotten (2004)
8871,The Last Shot (2004)
8872,A Dirty Shame (2004)
8873,The Motorcycle Diaries (2004)
8874,Shaun of the Dead (2004)
8875,"Come Back, Little Sheba (1952)"
8876,The Black Orchid (1958)
8877,Second Chorus (1940)
8878,Class of Nuke 'Em High 2: Subhumanoid Meltdown (1991)
8879,Murder on the Orient Express (1974)
8880,Mask (1985)
8881,Alexander's Ragtime Band (1938)
8882,The Boston Strangler (1968)
8883,The Last Flight of Noah's Ark (1980)
8884,The Man with One Red Shoe (1985)
8885,The Sentinel (1977)
8886,Sssssss (1973)
8887,Whispers in the Dark (1992)
8888,Stealing Time (2001)
8889,The Legacy (1978)
8890,The Alligator People (1959)
8891,Hear No Evil (1993)
8892,Basket Case 3 (1992)
8893,Basket Case 2 (1990)
8894,Orca: The Killer Whale (1977)
8895,AKA (2002)
8896,I Married a Monster from Outer Space (1958)
8897,The Trojan Women (1971)
8898,Robinson Crusoe (1954)
8899,Hardcore (1979)
8900,Watermelon Man (1970)
8901,Flashpoint (1984)
8902,Bug (1975)
8903,The Terror (1963)
8904,Jack O (1995)
8905,1492: Conquest of Paradise (1992)
8906,Cannibal Holocaust (1980)
8907,Shark Tale (2004)
8908,Ladder 49 (2004)
8909,Black Cloud (2004)
8910,I Heart Huckabees (2004)
8911,Raise Your Voice (2004)
8912,Taxi (2004)
8913,Around the Bend (2004)
8914,Primer (2004)
8915,Stage Beauty (2004)
8916,Shall We Dance? (2004)
8917,Team America: World Police (2004)
8918,Eulogy (2004)
8919,P.S. (2004)
8920,The Country Girl (1954)
8921,The Rose Tattoo (1955)
8922,Epidemic (1987)
8923,Tess (1979)
8924,I Wanna Hold Your Hand (1978)
8925,Spinning Boris (2003)
8926,Circle of Iron (1978)
8927,Cannonball (1976)
8928,The Fearless Vampire Killers (1967)
8929,Black Beauty (1971)
8930,The Five Obstructions (2003)
8931,Born Rich (2003)
8932,It's Alive (1974)
8933,The Decline of the American Empire (1986)
8934,Bébé's Kids (1992)
8935,All I Want For Christmas (1991)
8936,Life and Nothing But (1989)
8937,Friday Night Lights (2004)
8938,Tarnation (2003)
8939,The Final Cut (2004)
8940,Hair Show (2004)
8941,Riding the Bullet (2004)
8942,Spin (2003)
8943,Being Julia (2004)
8944,The Dust Factory (2004)
8945,Thérèse: The Story of Saint Thérèse of Lisieux (2004)
8946,Surviving Christmas (2004)
8947,The Grudge (2004)
8948,Alfie (2004)
8949,Sideways (2004)
8950,The Machinist (2004)
8951,Vera Drake (2004)
8952,Falling Angels (2003)
8953,Stella Street (2004)
8954,Lightning in a Bottle (2004)
8955,Undertow (2004)
8956,Enduring Love (2004)
8957,Saw (2004)
8958,Ray (2004)
8959,Birth (2004)
8960,Voices of Iraq (2004)
8961,The Incredibles (2004)
8962,Fade to Black (2004)
8963,It's All About Love (2003)
8964,Callas Forever (2002)
8965,The Polar Express (2004)
8966,Kinsey (2004)
8967,Seed of Chucky (2004)
8968,After the Sunset (2004)
8969,Bridget Jones: The Edge of Reason (2004)
8970,Finding Neverland (2004)
8971,Veer-Zaara (2004)
8972,National Treasure (2004)
8973,Bad Education (2004)
8974,The SpongeBob SquarePants Movie (2004)
8975,Fabled (2002)
8976,San Antonio (1945)
8977,Alexander (2004)
8978,Christmas with the Kranks (2004)
8979,Guerrilla: The Taking of Patty Hearst (2004)
8980,Our Music (2004)
8981,Closer (2004)
8982,I Am David (2003)
8983,House of Flying Daggers (2004)
8984,Ocean's Twelve (2004)
8985,Blade: Trinity (2004)
8986,The Bellboy (1960)
8987,Bush's Brain (2004)
8988,Cinderfella (1960)
8989,Damn Yankees! (1958)
8990,The Delicate Delinquent (1957)
8991,The Disorderly Orderly (1964)
8992,The Errand Boy (1961)
8993,The Family Jewels (1965)
8994,The Ladies Man (1961)
8995,The Patsy (1964)
8996,Stateside (2004)
8997,The Stooge (1952)
8998,That's Entertainment! (1974)
8999,"That's Entertainment, Part II (1976)"
9000,That's Entertainment! III (1994)
9001,The Wackiest Ship in the Army (1960)
9002,Alexander the Great (1956)
9003,Conquest of Space (1955)
9004,D.A.R.Y.L. (1985)
9005,Fire in the Sky (1993)
9006,The Garden of Allah (1936)
9007,I'll Be Seeing You (1944)
9008,The Invisible Man Returns (1940)
9009,The Last Minute (2001)
9010,Love Me If You Dare (2003)
9011,Portrait of Jennie (1948)
9012,Ruby Gentry (1952)
9013,Secret Honor (1984)
9014,Since You Went Away (1944)
9015,A Slipping Down Life (1999)
9016,Splatter University (1984)
9017,Twist (2003)
9018,Control Room (2004)
9019,Celsius 41.11: The Temperature at Which the Brain... Begins to Die (2004)
25770,Applause (1930)
25773,Little Caesar (1931)
25774,L'Âge d'Or (1930)
25775,The Champ (1931)
25777,Monkey Business (1931)
25778,Night Nurse (1931)
25782,Boudu Saved from Drowning (1932)
25783,Doctor X (1932)
25785,Land Without Bread (1933)
25786,The Old Dark House (1932)
25787,Rasputin and the Empress (1932)
25788,Scarface (1932)
25789,Shanghai Express (1932)
25792,"I Was Born, But... (1932)"
25793,Vampyr (1932)
25794,What Price Hollywood? (1932)
25795,Dinner at Eight (1933)
25796,The Ghoul (1933)
25797,Gold Diggers of 1933 (1933)
25798,Island of Lost Souls (1932)
25800,Lady for a Day (1933)
25801,She Done Him Wrong (1933)
25802,The Son of Kong (1933)
25803,The Vampire Bat (1933)
25804,Wild Boys of the Road (1933)
25805,L'Atalante (1934)
25806,The Barretts of Wimpole Street (1934)
25807,The Black Cat (1934)
25808,Imitation of Life (1934)
25809,The Lawless Frontier (1934)
25810,The Lost Patrol (1934)
25811,The Merry Widow (1934)
25812,The Scarlet Pimpernel (1934)
25814,Toni (1935)
25816,Bonnie Scotland (1935)
25818,The Informer (1935)
25819,Mark of the Vampire (1935)
25820,The Raven (1935)
25822,Werewolf of London (1935)
25824,The Crime of Monsieur Lange (1936)
25825,Fury (1936)
25826,Libeled Lady (1936)
25827,Mr. Deeds Goes to Town (1936)
25828,The Petrified Forest (1936)
25829,Revolt of the Zombies (1936)
25830,Show Boat (1936)
25831,These Three (1936)
25832,Wife vs. Secretary (1936)
25833,Camille (1936)
25834,Captains Courageous (1937)
25835,Dead End (1937)
25837,Double Wedding (1937)
25839,Nothing Sacred (1937)
25840,The Prisoner of Zenda (1937)
25841,Stage Door (1937)
25842,Topper (1937)
25843,The Big Broadcast of 1938 (1938)
25846,The Dawn Patrol (1938)
25850,Holiday (1938)
25851,The Shopworn Angel (1938)
25852,Gaslight (1940)
25854,Intermezzo: A Love Story (1939)
25855,The Roaring Twenties (1939)
25856,Wuthering Heights (1939)
25858,The Story of the Last Chrysanthemum (1939)
25859,Abe Lincoln in Illinois (1940)
25860,Boom Town (1940)
25861,Brother Orchid (1940)
25864,"Edison, the Man (1940)"
25865,The Letter (1940)
25866,The Sea Hawk (1940)
25868,Ball of Fire (1941)
25869,The 47 Ronin (1941)
25870,Here Comes Mr. Jordan (1941)
25871,In the Navy (1941)
25872,It Started with Eve (1941)
25874,Never Give a Sucker an Even Break (1941)
25875,That Uncertain Feeling (1941)
25878,Across the Pacific (1942)
25879,All Through the Night (1941)
25881,Gentleman Jim (1942)
25882,The Hard Way (1943)
25884,My Favorite Blonde (1942)
25885,Why We Fight: Prelude to War (1942)
25886,Random Harvest (1942)
25887,Tales of Manhattan (1942)
25888,Action in the North Atlantic (1943)
25890,A Guy Named Joe (1944)
25891,Heaven Can Wait (1943)
25892,The Heavenly Body (1944)
25893,The Memphis Belle: A Story of a Flying Fortress (1944)
25894,Mr. Lucky (1943)
25897,Thousands Cheer (1943)
25898,Day of Wrath (1943)
25899,Cover Girl (1944)
25900,The Curse of the Cat People (1944)
25901,Henry V (1944)
25902,Torment (1944)
25903,The Mask of Dimitrios (1944)
25904,Ministry of Fear (1944)
25905,The Miracle of Morgan’s Creek (1944)
25906,Mr. Skeffington (1944)
25907,Mrs. Parkington (1944)
25908,Passage to Marseille (1944)
25910,The White Cliffs of Dover (1944)
25911,The Woman in the Window (1944)
25912,The Enchanted Cottage (1945)
25913,Isle of the Dead (1945)
25914,"Ivan the Terrible, Part I (1945)"
25915,The Southerner (1945)
25916,They Were Expendable (1945)
25918,A Tree Grows in Brooklyn (1945)
25919,The Beast with Five Fingers (1946)
25920,The Blue Dahlia (1946)
25921,The Dark Mirror (1946)
25922,Deception (1946)
25923,Great Expectations (1946)
25924,Humoresque (1946)
25926,Shoeshine (1946)
25927,The Stranger (1946)
25928,Mourning Becomes Electra (1947)
25929,Nightmare Alley (1947)
25930,Odd Man Out (1947)
25931,Road to Rio (1947)
25932,The Two Mrs. Carrolls (1947)
25934,3 Godfathers (1948)
25935,B.F.'s Daughter (1948)
25936,The Babe Ruth Story (1948)
25937,Easter Parade (1948)
25938,Fort Apache (1948)
25940,The Lady from Shanghai (1947)
25941,Letter from an Unknown Woman (1948)
25942,Louisiana Story (1948)
25943,The Naked City (1948)
25944,The Pirate (1948)
25945,They Live by Night (1948)
25946,The Three Musketeers (1948)
25947,Unfaithfully Yours (1948)
25948,Yellow Sky (1948)
25950,The Barkleys of Broadway (1949)
25951,In the Good Old Summertime (1949)
25952,A Letter to Three Wives (1949)
25954,Orpheus (1950)
25956,The Secret Garden (1949)
25957,The Story of Seabiscuit (1949)
25959,Annie Get Your Gun (1950)
25960,Les Enfants Terribles (1950)
25961,The Gunfighter (1950)
25962,King Solomon's Mines (1950)
25963,Los Olvidados (1950)
25964,Scandal (1950)
25965,Summer Stock (1950)
25966,Europe '51 (1952)
25970,Carbine Williams (1952)
25971,Carrie (1952)
25972,Clash by Night (1952)
25974,The Prisoner of Zenda (1952)
25975,The Life of Oharu (1952)
25976,Son of Paleface (1952)
25977,Abbott and Costello Meet Dr. Jekyll and Mr. Hyde (1953)
25979,Gun Fury (1953)
25980,Gate of Hell (1953)
25981,Man on a Tightrope (1953)
25984,The Titfield Thunderbolt (1953)
25986,The Belles of St. Trinian's (1954)
25987,The Crucified Lovers (1954)
25989,French Cancan (1954)
25990,It Should Happen to You (1954)
25991,"The Long, Long Trailer (1954)"
25993,Magnificent Obsession (1954)
25994,Salt of the Earth (1954)
25995,Samurai I: Musashi Miyamoto (1954)
25996,A Star Is Born (1954)
25998,Three Coins in the Fountain (1954)
25999,The Wild One (1953)
26000,The Cobweb (1955)
26001,It's Always Fair Weather (1955)
26002,Mr. Arkadin (1955)
26003,Night and Fog (1955)
26005,Samurai II: Duel at Ichijoji Temple (1955)
26006,The Seven Little Foys (1955)
26007,The Unknown Soldier (1955)
26008,Anything Goes (1956)
26009,The Burmese Harp (1956)
26010,Carousel (1956)
26012,Samurai III: Duel at Ganryu Island (1956)
26013,Rodan (1956)
26016,Barnacle Bill (1957)
26018,Chase a Crooked Shadow (1958)
26019,Fiend Without a Face (1958)
26021,Jailhouse Rock (1957)
26022,Man of a Thousand Faces (1957)
26025,The Spirit of St. Louis (1957)
26026,The Undead (1957)
26027,Zero Hour! (1957)
26028,Carve Her Name with Pride (1958)
26030,Corridors of Blood (1958)
26033,Giants and Toys (1958)
26034,The Last Hurrah (1958)
26035,Machine-Gun Kelly (1958)
26038,Teacher's Pet (1958)
26042,Torpedo Run (1958)
26043,The Vikings (1958)
26044,Al Capone (1959)
26046,Picnic on the Grass (1959)
26047,Invisible Invaders (1959)
26048,The Human Condition II: Road to Eternity (1959)
26049,Fires on the Plain (1959)
26050,North West Frontier (1959)
26051,The Nun's Story (1959)
26052,Pickpocket (1959)
26055,Floating Weeds (1959)
26056,The Young Philadelphians (1959)
26058,The Leech Woman (1960)
26059,When a Woman Ascends the Stairs (1960)
26062,The Sundowners (1960)
26063,Sunrise at Campobello (1960)
26064,The Bad Sleep Well (1960)
26066,Bachelor in Paradise (1961)
26067,The Deadly Companions (1961)
26068,The Four Horsemen of the Apocalypse (1962)
26070,The Intruder (1962)
26072,Murder She Said (1961)
26073,The Human Condition III: A Soldier's Prayer (1961)
26074,Paris Blues (1961)
26076,Taste of Fear (1961)
26078,Advise & Consent (1962)
26079,David and Lisa (1962)
26080,Eegah (1962)
26082,Harakiri (1962)
26083,The Loneliness of the Long Distance Runner (1962)
26084,The Music Man (1962)
26085,Mutiny on the Bounty (1962)
26086,An Occurrence at Owl Creek Bridge (1962)
26088,The Four Days of Naples (1962)
26090,Il Sorpasso (1962)
26093,The Wonderful World of the Brothers Grimm (1962)
26094,L'eclisse (1962)
26095,Les Carabiniers (1963)
26096,The Cardinal (1963)
26098,The Incredibly Strange Creatures Who Stopped Living and Became Mixed-Up Zombies!!? (1964)
26099,The Kiss of the Vampire (1963)
26100,Love with the Proper Stranger (1963)
26101,McLintock! (1963)
26104,Murder at the Gallop (1963)
26106,A New Kind of Love (1963)
26107,The Prize (1963)
26108,Sunday in New York (1963)
26109,Crooks in Clover (1963)
26110,36 Hours (1964)
26111,Becket (1964)
26112,Behold a Pale Horse (1964)
26113,The Best Man (1964)
26116,"Hush... Hush, Sweet Charlotte (1964)"
26117,The Killers (1964)
26119,The Naked Kiss (1964)
26122,Onibaba (1964)
26123,Robin and the 7 Hoods (1964)
26124,Robinson Crusoe on Mars (1964)
26125,Spider Baby (1967)
26127,The Visit (1964)
26128,What a Way to Go! (1964)
26130,Docking the Boat (1965)
26131,The Battle of Algiers (1966)
26133,A Charlie Brown Christmas (1965)
26134,Dracula: Prince of Darkness (1966)
26136,The Hallelujah Trail (1965)
26137,The Heroes of Telemark (1965)
26138,The Hill (1965)
26139,In Harm's Way (1965)
26140,Incubus (1966)
26141,The Loved One (1965)
26142,Major Dundee (1965)
26144,Operation Crossbow (1965)
26146,Ride in the Whirlwind (1966)
26147,A Thousand Clowns (1965)
26148,The Train (1964)
26150,Andrei Rublev (1966)
26151,Au Hasard Balthazar (1966)
26152,Batman (1966)
26153,Grand Prix (1966)
26155,Khartoum (1966)
26156,Dragon Inn (1967)
26157,Manos: The Hands of Fate (1966)
26158,Closely Watched Trains (1966)
26159,Tokyo Drifter (1966)
26160,Asterix the Gaul (1967)
26162,"Gappa, the Triphibian Monster (1967)"
26163,Dont Look Back (1967)
26164,Fando and Lis (1968)
26167,The Incident (1967)
26169,Branded to Kill (1967)
26170,The Bride Wore Black (1968)
26171,PlayTime (1967)
26172,Point Blank (1967)
26174,The Shooting (1966)
26175,The St. Valentine's Day Massacre (1967)
26176,Titicut Follies (1967)
26177,Tony Rome (1967)
26178,Two for the Road (1967)
26180,Up the Down Staircase (1967)
26181,The War Wagon (1967)
26183,Asterix and Cleopatra (1968)
26184,The Diamond Arm (1968)
26185,Dracula Has Risen from the Grave (1968)
26187,Head (1968)
26188,The Heart Is a Lonely Hunter (1968)
26189,"I Love You, Alice B. Toklas! (1968)"
26191,Petulia (1968)
26194,The Subject Was Roses (1968)
26195,Sympathy for the Devil (1968)
26197,War and Peace (1966)
26198,"Yours, Mine and Ours (1968)"
26199,Alice's Restaurant (1969)
26202,Camille 2000 (1969)
26203,Colossus: The Forbin Project (1970)
26204,Death Rides a Horse (1967)
26205,"Goodbye, Mr. Chips (1969)"
26206,Journey to the Far Side of the Sun (1969)
26207,Last Summer (1969)
26208,My Night at Maud's (1969)
26209,The Magic Christian (1969)
26210,Marlowe (1969)
26211,More (1969)
26213,The Reivers (1969)
26214,Taste the Blood of Dracula (1970)
26215,The Joke (1969)
26216,...tick... tick... tick... (1970)
26219,Brewster McCloud (1970)
26220,Violent City (1970)
26221,Dirty Dingus Magee (1970)
26222,Dodes'ka-den (1970)
26223,Gamera vs. Jiger (1970)
26225,Claire's Knee (1970)
26226,"Hi, Mom! (1970)"
26227,House of Dark Shadows (1970)
26228,A Swedish Love Story (1970)
26229,The Landlord (1970)
26230,On a Clear Day You Can See Forever (1970)
26231,Performance (1970)
26232,A Trip Down the River (1970)
26235,Long Live Death (1971)
26236,The White Sun of the Desert (1970)
26237,Zabriskie Point (1970)
26240,The Beguiled (1971)
26241,The Devils (1971)
26242,Duel (1972)
26243,Evil Roy Slade (1972)
26245,The Go-Between (1971)
26246,Johnny Got His Gun (1971)
26247,Lawman (1971)
26248,Let's Scare Jessica to Death (1971)
26249,They Call Me Trinity (1970)
26251,Mon oncle Antoine (1971)
26252,A New Leaf (1971)
26253,Nicholas and Alexandra (1971)
26254,Von Richthofen and Brown (1971)
26255,Scars of Dracula (1970)
26256,Support Your Local Gunfighter (1971)
26257,Sweet Sweetback's Baadasssss Song (1971)
26258,El Topo (1970)
26259,The Emigrants (1971)
26263,Blood of Ghastly Horror (1972)
26264,Brother John (1971)
26265,Dr. Phibes Rises Again (1972)
26266,Dracula A.D. 1972 (1972)
26267,Get to Know Your Rabbit (1972)
26268,The Tall Blond Man with One Black Shoe (1972)
26269,Lone Wolf and Cub: Sword of Vengeance (1972)
26270,Lone Wolf and Cub: Baby Cart at the River Styx (1972)
26271,Lady Sings the Blues (1972)
26274,Payday (1973)
26277,Slither (1973)
26280,Trafic (1971)
26282,The Mad Adventures of Rabbi Jacob (1973)
26283,Charley Varrick (1973)
26285,Dark Star (1974)
26287,A Delicate Balance (1973)
26288,Bram Stoker's Dracula (1974)
26289,Emperor of the North (1973)
26290,Executive Action (1973)
26291,The Glass Menagerie (1973)
26294,My Name Is Nobody (1973)
26295,Invasion of the Bee Girls (1973)
26297,Lemora: A Child's Tale of the Supernatural (1973)
26299,Phase IV (1974)
26301,Save the Tiger (1973)
26302,Scarecrow (1973)
26303,Sisters (1973)
26304,The Spook Who Sat by the Door (1973)
26306,Theatre of Blood (1973)
26307,Five Fingers of Death (1972)
26308,Turkish Delight (1973)
26309,Walking Tall (1973)
26312,Butley (1974)
26313,California Split (1974)
26314,The Cars That Ate Paris (1974)
26315,Conrack (1974)
26316,The Living Dead at Manchester Morgue (1974)
26317,Emmanuelle (1974)
26318,The Phantom of Liberty (1974)
26320,Flesh for Frankenstein (1973)
26321,General Idi Amin Dada (1974)
26322,Gone in 60 Seconds (1974)
26323,The Groove Tube (1974)
26324,Harry and Tonto (1974)
26325,Hearts and Minds (1974)
26326,The Holy Mountain (1973)
26327,The Little Prince (1974)
26333,The Terminal Man (1974)
26334,Thieves Like Us (1974)
26336,The Adventure of Sherlock Holmes' Smarter Brother (1975)
26337,The Adventures of the Wilderness Family (1975)
26338,"Cousin, Cousine (1975)"
26339,Dolemite (1975)
26340,The Twelve Tasks of Asterix (1976)
26341,Emmanuelle II (1975)
26342,"Farewell, My Lovely (1975)"
26343,The Fortune (1975)
26344,French Connection II (1975)
26345,The Great Waldo Pepper (1975)
26346,The Story of Adele H (1975)
26347,"The Irony of Fate, or Enjoy Your Bath! (1975)"
26349,Night Moves (1975)
26350,The Passenger (1975)
26353,Hand of Death (1976)
26354,Sister Street Fighter (1974)
26356,Supervixens (1975)
26357,Trilogy of Terror (1975)
26359,1900 (1976)
26360,Small Change (1976)
26362,Twenty Days Without War (1977)
26364,From Noon Till Three (1976)
26365,Futureworld (1976)
26366,Harlan County U.S.A. (1976)
26367,Hollywood Boulevard (1976)
26368,The Marquise of O (1976)
26369,Mistress (1975)
26370,The Message (1977)
26371,The Missouri Breaks (1976)
26372,A Slave of Love (1976)
26375,Silver Streak (1976)
26377,Up! (1976)
26378,Who Can Kill a Child? (1976)
26380,ABBA - The Movie (1977)
26383,Demon Seed (1977)
26386,High Anxiety (1977)
26387,The Man Who Loved Women (1977)
26388,The Hound of the Baskervilles (1978)
26389,Place without Limits (1978)
26391,"New York, New York (1977)"
26392,Providence (1977)
26393,Sorcerer (1977)
26394,The Turning Point (1977)
26395,The Rutles: All You Need Is Cash (1978)
26397,Brass Target (1978)
26398,Capricorn One (1977)
26399,The Five Venoms (1978)
26400,Gates of Heaven (1978)
26401,Last Hurrah for Chivalry (1979)
26402,Harper Valley P.T.A. (1978)
26403,The Hobbit (1977)
26404,In Praise Of Older Women (1978)
26409,Parts: The Clonus Horror (1979)
26410,The Grapes of Death (1978)
26411,The Adventures of Picasso (1978)
26413,Snake in the Eagle's Shadow (1978)
26414,A Wedding (1978)
26416,Best Boy (1979)
26417,French Fried Vacation 2 (1979)
26418,Buffet Froid (1979)
26422,Hair (1979)
26424,I as in Icarus (1979)
26425,The In-Laws (1979)
26429,Love at First Bite (1979)
26430,La Luna (1979)
26431,Opening Night (1977)
26432,Quintet (1979)
26433,Rockers (1978)
26435,Starting Over (1979)
26436,Children's Island (1980)
26438,Defiance (1980)
26444,The Hitch Hikers Guide to the Galaxy (1981)
26446,Genocide (1982)
26448,Peter-No-Tail (1981)
26450,Treasure of the Yankee Zephyr (1981)
26453,Smiley's People (1982)
